iter	Passed	Remaining
465	739	847
466	740	845
467	741	843
468	743	841
469	744	839
470	745	837
471	747	835
472	748	833
473	749	831
474	750	829
475	751	827
476	752	825
477	754	823
478	755	821
479	756	819
480	757	817
481	758	815
482	760	813
483	761	811
484	762	809
485	763	807
486	764	805
487	766	803
488	767	801
489	768	799
490	769	797
491	770	795
492	771	793
493	773	791
494	774	789
495	775	788
496	776	786
497	778	784
498	779	782
499	780	780
500	781	778
501	782	776
502	783	774
503	784	772
504	786	770
505	787	768
506	788	766
507	789	764
508	790	763
509	792	761
510	794	760
511	795	758
512	797	756
513	798	754
514	799	752
515	800	751
516	801	749
517	803	747
518	804	745
519	805	743
520	806	741
521	808	740
522	809	738
523	810	736
524	812	734
525	813	732
526	814	730
527	815	729
528	816	727
529	817	725
530	819	723
531	820	721
532	821	719
533	822	717
534	824	716
535	825	714
536	826	712
537	827	710
538	828	708
539	830	707
540	831	705
541	832	703
542	833	701
543	835	699
544	836	698
545	837	696
546	839	694
547	841	693
548	842	692
549	843	690
550	845	688
551	846	686
552	847	684
553	848	683
554	849	681
555	850	679
556	852	677
557	853	675
558	854	674
559	856	672
560	857	671
561	858	669
562	859	667
563	861	665
564	862	663
565	863	662
566	864	660
567	865	658
568	867	656
569	868	654
570	869	653
571	870	651
572	872	650
573	873	648
574	874	646
575	875	644
576	877	642
577	878	641
578	879	639
579	880	637
580	881	635
581	883	634
582	884	632
583	885	630
584	886	629
585	888	627
586	889	625
587	890	624
588	892	622
589	893	620
590	894	618
591	895	617
592	896	615
593	897	613
594	898	611
595	900	610
596	901	608
597	902	606
598	904	605
599	905	603
600	906	601
601	907	600
602	909	598
603	910	596
604	911	595
605	912	593
606	913	591
607	914	589
608	916	588
609	917	586
610	918	584
611	920	583
612	921	581
613	923	580
614	924	578
615	925	576
616	926	575
617	928	573
618	929	572
619	930	570
620	932	568
621	933	567
622	935	565
623	937	564
624	938	563
625	941	562
626	942	560
627	944	559
628	947	558
629	949	557
630	950	555
631	951	554
632	954	553
633	955	551
634	956	549
635	957	548
636	959	546
637	960	544
638	961	543
639	962	541
640	963	539
641	965	538
642	966	536
643	967	534
644	968	533
645	970	531
646	971	530
647	972	528
648	973	526
649	974	524
650	976	523
651	977	521
652	978	520
653	980	518
654	981	516
655	982	515
656	983	513
657	985	511
658	986	510
659	987	508
660	988	507
661	990	505
662	991	503
663	993	502
664	994	500
665	995	499
666	996	497
667	998	496
668	999	494
669	1000	492
670	1001	491
671	1003	489
672	1004	488
673	1005	486
674	1006	484
675	1008	483
676	1009	481
677	1010	480
678	1012	478
679	1013	476
680	1014	475
681	1015	473
682	1017	472
683	1018	470
684	1020	469
685	1021	467
686	1022	465
687	1023	464
688	1025	462
689	1026	461
690	1027	459
691	1028	457
692	1029	456
693	1030	454
694	1032	452
695	1035	452
696	1037	451
697	1039	449
698	1040	448
699	1042	446
700	1043	445
701	1044	443
702	1046	441
703	1047	440
704	1048	438
705	1050	437
706	1052	436
707	1053	434
708	1055	433
709	1057	431
710	1058	430
711	1059	428
712	1061	427
713	1062	425
714	1064	424
715	1065	422
716	1067	421
717	1069	420
718	1070	418
719	1072	416
720	1073	415
721	1074	413
722	1075	412
723	1076	410
724	1078	408
725	1079	407
726	1080	405
727	1082	404
728	1084	403
729	1085	401
730	1087	400
731	1088	398
732	1089	396
733	1090	395
734	1091	393
735	1093	392
736	1094	390
737	1095	388
738	1096	387
739	1099	386
740	1101	384
741	1102	383
742	1103	381
743	1105	380
744	1106	378
745	1107	377
746	1108	375
747	1109	373
748	1111	372
749	1112	370
750	1114	369
751	1116	368
752	1118	366
753	1119	365
754	1120	363
755	1121	362
756	1123	360
757	1124	358
758	1125	357
759	1126	355
760	1127	354
761	1129	352
762	1131	351
763	1133	350
764	1134	348
765	1135	346
766	1136	345
767	1138	343
768	1139	342
769	1140	340
770	1142	339
771	1143	337
772	1144	336
773	1147	335
774	1148	333
775	1150	332
776	1151	330
777	1152	328
778	1154	327
779	1155	325
780	1156	324
781	1157	322
782	1159	321
783	1160	319
784	1162	318
785	1164	316
786	1165	315
787	1166	313
788	1168	312
789	1169	310
790	1170	309
791	1171	307
792	1173	306
793	1174	304
794	1175	303
795	1177	301
796	1179	300
797	1180	298
798	1181	297
799	1182	295
800	1184	294
801	1185	292
802	1186	291
803	1187	289
804	1188	288
805	1190	286
806	1191	284
807	1192	283
808	1194	281
809	1195	280
810	1196	278
811	1198	277
812	1199	275
813	1200	274
814	1201	272
815	1203	271
816	1204	269
817	1205	268
818	1207	266
819	1208	265
820	1210	263
821	1212	262
822	1213	261
823	1214	259
824	1216	257
825	1217	256
826	1218	254
827	1223	254
828	1224	252
829	1225	251
830	1227	249
831	1229	248
832	1230	246
833	1231	245
834	1232	243
835	1233	242
836	1235	240
837	1236	239
838	1237	237
839	1239	236
840	1240	234
841	1241	232
842	1243	231
843	1244	230
844	1245	228
845	1247	227
846	1248	225
847	1249	223
848	1250	222
849	1252	220
850	1253	219
851	1254	217
852	1256	216
853	1257	214
854	1258	213
855	1260	211
856	1261	210
857	1262	208
858	1263	207
859	1264	205
860	1266	204
861	1267	202
862	1269	201
863	1270	199
864	1271	198
865	1272	196
866	1274	195
867	1275	194
868	1276	192
869	1278	190
870	1279	189
871	1280	187
872	1284	186
873	1285	185
874	1286	183
875	1288	182
876	1289	180
877	1290	179
878	1292	177
879	1293	176
880	1294	174
881	1295	173
882	1297	171
883	1298	170
884	1300	168
885	1301	167
886	1302	165
887	1304	164
888	1305	162
889	1306	161
890	1308	160
891	1309	158
892	1310	157
893	1311	155
894	1313	154
895	1314	152
896	1315	151
897	1317	149
898	1318	148
899	1319	146
900	1320	145
901	1321	143
902	1323	142
903	1324	140
904	1325	139
905	1327	137
906	1328	136
907	1329	134
908	1330	133
909	1332	131
910	1333	130
911	1334	128
912	1335	127
913	1337	125
914	1338	124
915	1339	122
916	1341	121
917	1342	119
918	1343	118
919	1345	116
920	1346	115
921	1347	114
922	1348	112
923	1350	111
924	1351	109
925	1352	108
926	1353	106
927	1355	105
928	1356	103
929	1358	102
930	1359	100
931	1360	99
932	1362	97
933	1363	96
934	1364	94
935	1365	93
936	1367	91
937	1368	90
938	1369	88
939	1370	87
940	1371	86
941	1373	84
942	1374	83
943	1376	81
944	1377	80
945	1378	78
946	1380	77
947	1381	75
948	1382	74
949	1383	72
950	1384	71
951	1386	69
952	1387	68
953	1388	66
954	1390	65
955	1391	64
956	1393	62
957	1394	61
958	1395	59
959	1396	58
960	1398	56
961	1399	55
962	1400	53
963	1401	52
964	1403	50
965	1404	49
966	1406	47
967	1408	46
968	1409	45
969	1410	43
970	1411	42
971	1412	40
972	1414	39
973	1415	37
974	1416	36
975	1417	34
976	1418	33
977	1420	31
978	1421	30
979	1423	29
980	1424	27
981	1425	26
982	1427	24
983	1428	23
984	1429	21
985	1430	20
986	1432	18
987	1433	17
988	1434	15
989	1435	14
990	1437	13
991	1438	11
992	1440	10
993	1441	8
994	1442	7
995	1443	5
996	1444	4
997	1446	2
998	1447	1
999	1448	0
