iter	Logloss
266	0.3522700358
267	0.3517001218
268	0.3513958261
269	0.3511128446
270	0.3508158614
271	0.3504420566
272	0.3502432425
273	0.349774878
274	0.3494535357
275	0.3491697169
276	0.3487178066
277	0.3482076864
278	0.3477845508
279	0.3474640287
280	0.3472263522
281	0.3470593642
282	0.3466888233
283	0.3462107687
284	0.3458202724
285	0.3455014651
286	0.3449664742
287	0.3445784454
288	0.3443627857
289	0.34396024
290	0.3435362217
291	0.3433687282
292	0.3430141658
293	0.3427854233
294	0.3425513251
295	0.3422367917
296	0.3417212696
297	0.3413180742
298	0.3409663696
299	0.3406939845
300	0.3406013962
301	0.3402346695
302	0.3399162401
303	0.3395086803
304	0.3390767241
305	0.3387746049
306	0.3383245
307	0.3380723747
308	0.33779337
309	0.3375700803
310	0.3373167426
311	0.3370516116
312	0.3368388026
313	0.3364981236
314	0.3361658795
315	0.3357780503
316	0.3354764214
317	0.3351336772
318	0.3347347771
319	0.3342134657
320	0.3338362898
321	0.3336281376
322	0.3333715747
323	0.3331037207
324	0.3327433905
325	0.3324659388
326	0.3319901934
327	0.3315770601
328	0.3310690606
329	0.3307121121
330	0.3304883023
331	0.330136306
332	0.3297467258
333	0.3294753314
334	0.3292129005
335	0.3288857664
336	0.3285299134
337	0.3282011397
338	0.3279292452
339	0.327687023
340	0.3273600543
341	0.3270793694
342	0.3267266754
343	0.3265088238
344	0.3261635226
345	0.32585153
346	0.3255056123
347	0.3251942976
348	0.3249470716
349	0.3243236242
350	0.3239534284
351	0.3237493585
352	0.3233379566
353	0.3228459827
354	0.322520071
355	0.3220861526
356	0.3217860744
357	0.3215810869
358	0.3213172016
359	0.3208519712
360	0.3205157546
361	0.3199944706
362	0.3196650554
363	0.3195824685
364	0.3193402967
365	0.3190586091
366	0.3187982419
367	0.3185379016
368	0.3182565426
369	0.318021255
370	0.317775343
371	0.3173010806
372	0.3170206001
373	0.3167975751
374	0.3165762759
375	0.3164386679
376	0.3160951139
377	0.3158836392
378	0.3155787913
379	0.3152427986
380	0.3150444433
381	0.3147665832
382	0.3144532419
383	0.3140687041
384	0.3133308612
385	0.312900756
386	0.3127019389
387	0.3123499031
388	0.3121913911
389	0.3118371581
390	0.3115071104
391	0.3113352483
392	0.3111660065
393	0.3109949215
394	0.3107715629
395	0.3104308783
396	0.310298665
397	0.3099164572
398	0.3096770637
399	0.3093777163
400	0.309055194
401	0.3088865674
402	0.3086503084
403	0.3082569759
404	0.3077922745
405	0.3076385455
406	0.3072289291
407	0.3070334647
408	0.3066210051
409	0.3063623228
410	0.3062199529
411	0.3060002095
412	0.3058370203
413	0.3057214736
414	0.3055312973
415	0.3051949732
416	0.3048404014
417	0.3045528133
418	0.3044009161
419	0.3041509333
420	0.3039415655
421	0.3036945274
422	0.3034497279
423	0.3030336711
424	0.3027918865
425	0.3025680177
426	0.3021954501
427	0.3018222584
428	0.3016096858
429	0.3013614699
430	0.3009876341
431	0.3006493236
432	0.3005366175
433	0.3002687327
434	0.3000629055
435	0.2996226169
436	0.2993349857
437	0.2990622725
438	0.2988598087
439	0.2986713872
440	0.2985747514
441	0.2981787848
442	0.2978745085
443	0.2974688052
444	0.297294669
445	0.2971153407
446	0.2968690499
447	0.2967092384
448	0.2965295168
449	0.2963758351
450	0.2959775484
451	0.2955373208
452	0.2951493059
453	0.2948932149
454	0.2946476421
455	0.2943021491
456	0.2940815712
457	0.2939318477
458	0.2938214045
459	0.2936786268
460	0.2935326627
461	0.2932940008
462	0.2930482029
463	0.2925516394
464	0.292301301
465	0.2921085936
466	0.2918929459
467	0.2916627062
468	0.2914962402
469	0.2912167188
470	0.2908311752
471	0.2906602738
472	0.2904592856
473	0.2902781182
474	0.2901504064
475	0.2899394226
476	0.2894986797
477	0.2891495194
478	0.2888637027
479	0.2885505658
480	0.288367326
481	0.2881620399
482	0.2878895295
483	0.2874844196
484	0.2873128824
485	0.2870154879
486	0.286695657
487	0.286572848
488	0.2862553239
489	0.2860325031
490	0.2858733944
491	0.2857076403
492	0.2855361672
493	0.2852961099
494	0.2850492032
495	0.2847149824
496	0.2845018576
497	0.2841739165
498	0.2836405816
499	0.2834534965
500	0.2831620081
501	0.2829866277
502	0.2827982308
503	0.2826251038
504	0.2824751273
505	0.2821064519
506	0.2818668182
507	0.281671575
508	0.2815646213
509	0.2813003055
510	0.281015653
511	0.2808489908
512	0.2807047835
513	0.2804238949
514	0.280180588
515	0.2799701156
516	0.279867813
517	0.2796116545
518	0.2793058217
519	0.2790329867
520	0.2788313177
521	0.2786169761
522	0.2783815197
523	0.2781700209
524	0.2780187962
525	0.2777442614
526	0.2775231849
527	0.2772709247
528	0.2770293752
529	0.2767327797
530	0.2764685196
531	0.2762845597
532	0.2761548636
533	0.2758380704
534	0.2754453662
535	0.2751598476
536	0.274866016
537	0.2745793453
538	0.274484624
539	0.2742889937
540	0.2740434186
541	0.2738271234
542	0.2736378996
543	0.2733979958
544	0.2730516965
545	0.27283845
546	0.2726297276
547	0.2723730481
548	0.2721658636
549	0.2719220993
550	0.271806789
551	0.2716699737
552	0.2713058051
553	0.2710074752
554	0.2706337136
555	0.2705282588
556	0.2703707207
557	0.2701933638
558	0.2698572739
559	0.2695981701
560	0.2695285005
561	0.2692435327
562	0.2690621588
563	0.2688611772
564	0.2686953171
565	0.2683756682
566	0.2681181357
567	0.2678983134
568	0.2677279917
569	0.2675698804
570	0.2673489436
571	0.2671224531
572	0.2669036674
573	0.2666648815
574	0.2664525475
575	0.266377324
576	0.2662754198
577	0.2659911916
578	0.2658903137
579	0.2656444393
580	0.2653969226
581	0.2652260446
582	0.2650810521
583	0.2649068505
584	0.2646390162
585	0.2644814782
586	0.2643035215
587	0.2641680069
588	0.2638767057
589	0.2635338778
590	0.2633710532
591	0.2631467955
592	0.2628654375
593	0.2627197969
594	0.2624535903
595	0.2619758914
596	0.2617653034
597	0.2615969187
598	0.2612655602
599	0.2611455356
600	0.2609298399
601	0.2607972892
602	0.2606286018
603	0.2604768696
604	0.2602594984
605	0.2599305068
606	0.259718129
607	0.2593927158
608	0.2592311614
609	0.2590506065
610	0.2587720996
611	0.2582868629
612	0.257941011
613	0.2577109176
614	0.2575035814
615	0.2569992161
616	0.2567255703
617	0.256527516
618	0.2563159313
619	0.2559680576
620	0.2558218819
621	0.2554864764
622	0.2552205798
623	0.2548876879
624	0.2546825372
625	0.254367011
626	0.254201393
627	0.2539828863
628	0.2536963255
629	0.2535109
630	0.2533980608
631	0.2533102389
632	0.2529924583
633	0.2527610553
634	0.2523633007
635	0.2521400197
636	0.252008746
637	0.2518325345
638	0.2516874178
639	0.2515470031
640	0.2513579943
641	0.2510619695
642	0.2508999041
643	0.2507339307
644	0.2505014141
645	0.2501769788
646	0.2499607178
647	0.2498332716
648	0.249573918
649	0.2490543697
650	0.2487565005
651	0.248492422
652	0.2483295589
653	0.2481260395
654	0.2478165342
655	0.2476059835
656	0.2474606394
657	0.2471741691
658	0.246966154
659	0.2468249224
660	0.2466089593
661	0.2463306248
662	0.2461843874
663	0.245896306
664	0.2456677289
665	0.2454099433
666	0.2452552032
667	0.2449247381
668	0.2446894408
669	0.2444541048
670	0.2439935179
671	0.243745967
672	0.2435773366
673	0.2433462319
674	0.2430866518
675	0.2428419036
676	0.2426858924
677	0.2425898628
678	0.2422974227
679	0.2420781375
680	0.241812849
681	0.2416772068
682	0.2414696743
683	0.2411882233
684	0.2410791329
685	0.2409224142
686	0.2408114928
687	0.2406347722
688	0.2404230143
689	0.2402143625
690	0.2400455161
691	0.2399270501
692	0.2397516346
693	0.2394837226
694	0.2392928613
695	0.2391623156
696	0.2388336004
697	0.2386493557
698	0.2384452224
699	0.2381639699
700	0.2379884784
701	0.2378018914
702	0.2374599671
703	0.2373431897
704	0.2369945881
705	0.236771376
706	0.2366042743
707	0.2364801717
708	0.2362611029
709	0.2359109423
710	0.2356395303
711	0.2354150015
712	0.2352850963
713	0.2350581935
714	0.2347181148
715	0.2345776371
716	0.2343693697
717	0.2341931384
718	0.2338613931
719	0.2337685764
720	0.2334603823
721	0.2331923274
722	0.2329272774
723	0.2325344649
724	0.2324222787
725	0.2322106541
726	0.232067862
727	0.2319055043
728	0.2317553895
729	0.2314452396
730	0.2313244814
731	0.2312357042
732	0.2309981022
733	0.2307115004
734	0.2304485218
735	0.2303347694
736	0.2301187234
737	0.2299842939
738	0.2297705706
739	0.2295362186
740	0.2294086612
741	0.2291384467
742	0.2288417896
743	0.2287211179
744	0.2285875398
745	0.2284540212
746	0.228240028
747	0.2279923017
748	0.2277162553
749	0.2275113964
750	0.2273566096
751	0.2271816118
752	0.2269080749
753	0.226782418
754	0.2266512037
755	0.2265199671
756	0.2261919115
757	0.2260449279
758	0.2258627923
759	0.2256004836
760	0.225399218
761	0.2252661555
762	0.2251171804
763	0.2249962895
764	0.2248825474
765	0.2247848267
766	0.2245993001
767	0.2244923739
768	0.2243984049
769	0.2241401345
770	0.223780607
771	0.2235934078
772	0.2233752041
773	0.2232580176
774	0.2231654905
775	0.2230962808
776	0.2229245341
777	0.2228374229
778	0.222568075
779	0.2222606241
780	0.2221021714
781	0.2218670517
782	0.2215977228
783	0.2213559728
784	0.2210811781
785	0.2208189987
786	0.2205819315
787	0.2204022336
788	0.2202410851
789	0.2199406312
790	0.2198337232
791	0.2197683635
792	0.2196069159
793	0.2192201003
794	0.2190373183
795	0.2188893008
796	0.2186275559
797	0.2184224799
798	0.2182352076
799	0.2179540467
800	0.2177089984
801	0.2174752008
802	0.2173320845
803	0.2170462053
804	0.2167987621
805	0.216559386
806	0.2164547984
807	0.2163135924
808	0.2161083519
809	0.2159905958
810	0.2158719691
811	0.2157110121
812	0.2155776103
813	0.2154684485
814	0.2153146168
815	0.2151956357
816	0.2150777626
817	0.2149146967
818	0.2147333157
819	0.2145725321
820	0.2144858852
821	0.2142404952
822	0.2139791751
823	0.2137062177
824	0.2135561455
825	0.2134216272
826	0.2132568518
827	0.2130911673
828	0.2128486456
829	0.212692988
830	0.2124827491
831	0.2122734273
832	0.2120287234
833	0.2118097171
834	0.2116998788
835	0.2114855565
836	0.2113791719
837	0.2110661248
838	0.2107276916
839	0.2105927749
840	0.2104223918
841	0.2103087327
842	0.2100981351
843	0.2097931748
844	0.2096780767
845	0.2094605704
846	0.2093585915
847	0.209287453
848	0.2090408117
849	0.208870515
850	0.2086709108
851	0.2085627643
852	0.2084568761
853	0.2083826901
854	0.2081827486
855	0.2079417097
856	0.2075846357
857	0.2075192209
858	0.207291772
859	0.2071230623
860	0.2068365693
861	0.2066423263
862	0.2065251318
863	0.2063214235
864	0.2061075032
865	0.2060075645
866	0.2059150689
867	0.2056897591
868	0.205543857
869	0.2053433279
870	0.2051325692
871	0.2049518723
872	0.204784074
873	0.2045866423
874	0.2043637839
875	0.2042566451
876	0.2041179095
877	0.2039469869
878	0.203603313
879	0.2034547525
880	0.2033256484
881	0.203119323
882	0.2029226568
883	0.2027152474
884	0.2026551193
885	0.2024054436
886	0.2021749839
887	0.2019261179
888	0.2018635156
889	0.2017213196
890	0.201648158
891	0.2014974876
892	0.2012674449
893	0.2011299147
894	0.2010154529
895	0.2007753489
896	0.2007362993
897	0.2005322166
898	0.2002630437
899	0.2000147027
900	0.199834309
901	0.1997156863
902	0.1995331177
903	0.1993644203
904	0.1991106286
905	0.1989403468
906	0.1987478324
907	0.1985438211
908	0.1983343821
909	0.198144442
910	0.1978860869
911	0.1976362119
912	0.1975247734
913	0.1974492105
914	0.1971885514
915	0.197118285
916	0.1969879866
917	0.1968150593
918	0.196649808
919	0.1965105944
920	0.1963245049
921	0.1960638363
922	0.1959646489
923	0.1958174999
924	0.1956194955
925	0.1954495008
926	0.1952308461
927	0.1950361908
928	0.1948489852
929	0.1946570234
930	0.1943772153
931	0.1941042399
932	0.1939649453
933	0.193874004
934	0.1936670701
935	0.1934380455
936	0.1932896207
937	0.1931397398
938	0.1928953838
939	0.1926650354
940	0.192503204
941	0.1923729117
942	0.1920695239
943	0.191947114
944	0.1917706126
945	0.1915452274
946	0.1913401743
947	0.1911909669
948	0.1910823582
949	0.1909107483
950	0.1907538386
951	0.1907011725
952	0.1905569719
953	0.1904273861
954	0.1902351817
955	0.1900028829
956	0.1898739548
957	0.1897232
958	0.1896156991
959	0.1893573505
960	0.1891159282
961	0.1889345089
962	0.1887931538
963	0.188624866
964	0.1885001322
965	0.1882975679
966	0.1881340606
967	0.1879840347
968	0.187797328
969	0.1877299464
970	0.1875367703
971	0.1874024478
972	0.18719604
973	0.1870696145
974	0.1869134203
975	0.1867630905
976	0.1866192344
977	0.1864651793
978	0.1863699773
979	0.1861837508
980	0.1858593528
981	0.18568151
982	0.1854716926
983	0.1852942848
984	0.1851561197
985	0.1850200481
986	0.1848581879
987	0.1847431169
988	0.1845235987
989	0.1844295022
990	0.1842408609
991	0.1840793278
992	0.1838047728
993	0.1835833546
994	0.183373737
995	0.1832025989
996	0.1829844138
997	0.1827435239
998	0.1824664556
999	0.1822891915
